rank,team,score
5862,Yosuke KOBAYASHI,367.2
5863,星野水木,366.7
5864,Yelena,366.3
5865,Chris Tiso,366.2
5866,Namito,365.7
5867,saturnliu,365.3
5868,Torin Steil,365.0
5869,Ortiz-AI Partners,364.9
5870,Abish Pius,364.4
5871,Berk Ozak,364.2
5872,事鸠跳弹弹,364.1
5873,Islam Kalam,363.9
5874,galuh budi,363.3
5875,Faustine,362.9
5876,Light&Thunder,362.7
5877,shushu3,362.6
5878,Hironori Sakuraoka,362.5
5879,Akshay Patel,361.9
5880,Miyatanian,361.8
5881,David lillie,361.7
5882,Ryusei Nishide,361.4
5883,Boopathi Raja,361.3
5884,Moricha27,361.3
5885,Waha,361.1
5886,fish vin,361.0
5887,Blaine Hill,361.0
5888,LORD DREGS,360.9
5889,delightening,360.8
5890,Devesh Dua,360.8
5891,brick,360.5
5892,OpenGrab,360.4
5893,Matej Orevski,359.9
5894,Scott G,359.8
5895,RakimChai,359.7
5896,成木,359.4
5897,Kerminal,359.4
5898,Amon Shibata,359.3
5899,Schw1Eg0,359.0
5900,Luca Lullo,358.9
5901,Oikawa Kota,358.6
5902,Hare Miyashiro,358.5
5903,chunyu,358.4
5904,Sanjay Dilip,357.8
5905,Sky kun,357.7
5906,Mesut Gözdemir,357.7
5907,bruxelles,357.5
5908,Alejandro Espinoza,357.5
5909,YOYOYO2026,357.4
5910,team asayan,357.3
5911,Famous VibeCoder On The Earth,357.3
5912,Te2hiro,357.3
5913,kotton,356.9
5914,Arnav Dagli,356.8
5915,ラーメンたべたい　,356.8
5916,Dan Ah Tou,356.6
5917,Bolt Up,356.5
5918,Peter Tinashe Mundowa,356.5
5919,ZM0526,356.0
5920,segehez,355.8
5921,Cayce Crushers,355.8
5922,kenhoriu,355.0
5923,DhawalModi,354.8
5924,山本卓哉,354.8
5925,Chrono IT Channel,354.8
5926,madhur fritsch,354.8
5927,ミラクレ,354.3
5928,ysd1110,354.1
5929,tiraJoon,354.0
5930,Takk,353.5
5931,Lazaros Avramidis,353.5
5932,Awajima,353.2
5933,wintermute,353.1
5934,tahiro,352.3
5935,Wastee,352.0
5936,りんなな,351.9
5937,naisow,351.5
5938,Xinda Ding,351.1
5939,Shuren_Akane,351.1
5940,Super Monkey42,351.1
5941,HATODADON,351.0
5942,イチノセ,349.7
5943,Jepacor,349.0
5944,nethakase,349.0
5945,Matt K,348.9
5946,yoonick,348.8
5947,syncsquad,348.7
5948,mino8,348.7
5949,TAKUMI7775,348.2
5950,Debangan Mali,347.5
5951,Yuki Ikeda,346.8
5952,s.kawabata0318,346.8
5953,Zach Lindsey,346.1
5954,おべんとう,345.6
5955,TomCAT,345.6
5956,wartauk,345.4
5957,Danielvo59,345.4
5958,Perunari,345.4
5959,Gregory Daley,345.3
5960,akiakane,345.0
5961,TonightIsOver,344.9
5962,Balasubramanian Venkataraman,344.3
5963,River (River_jp),344.0
5964,huurou,343.8
5965,aporo_hirokichi,343.5
5966,usubazzz,342.6
5967,CSCMU,342.6
5968,Johannes Reber,342.6
5969,SHUN_04,342.6
5970,Abraham P. Jaison,342.5
5971,YutoWatanabe,342.5
5972,kite_Eater1,342.4
5973,hiroaki obana,341.5
5974,Zuhaib Ahmed,341.5
5975,RinAdriann,341.4
5976,GemNo.9,341.1
5977,miso,340.7
5978,Yohanchen,340.0
5979,mmlkQAQ,339.8
5980,Shillmans,339.6
5981,Lewis Evans,339.5
5982,Mostly What,339.3
5983,masahiro katayama,339.2
5984,kfuku,339.1
5985,Y. Onodera,338.8
5986,Raghav Pant,338.7
5987,Down_Town_robato,337.9
5988,uenohara-s,337.8
5989,CIARANA,337.4
5990,Liam Schermerhorn,337.3
5991,Farigiraf Stats,337.2
5992,betmobeton,337.0
5993,まっさん,337.0
5994,AI部,336.7
5995,Direk Rukrach,336.7
5996,kaito2140,336.0
5997,cemhan44,335.8
5998,nekukoro,335.4
5999,HACKSTREETBOYZ,335.0
6000,anjipoo,334.9
6001,teruyukikato,334.5
6002,sixer srinath,334.4
6003,Hilarion Hernandez,334.2
6004,N000b,333.8
6005,The Studio 1,333.8
6006,for2ne,333.7
6007,Helee,333.6
6008,No_Name,333.0
6009,fie_plachta,332.8
6010,irelia 0/11/2,332.8
6011,William Yamaguchi,332.3
6012,Doruk Sarıgun,332.2
6013,Ryoya Tanoue,331.9
6014,Yash Agarwal,331.9
6015,Shima_2054,331.8
6016,Hikaru Ebihara,331.6
6017,すも（もす）,331.5
6018,Ligka,331.4
6019,和弥江口,331.3
6020,akay,331.2
6021,Sanajit Dey,330.9
6022,marusho,330.8
6023,TTT.Nakamura,330.7
6024,Avec Dorayaki,330.5
6025,YOGA RAJ 1503,330.0
6026,pysong wang,329.9
6027,table spoonful,329.9
6028,fuku_support,329.0
6029,Chelsea boots,329.0
6030,Kevin Chow,328.8
6031,Katsuki Ohshita,328.0
6032,IShun,327.5
6033,chanta093,327.5
6034,Beyza Ceyhan,326.8
6035,shota.y,326.7
6036,Karthik Ragulan,326.6
6037,ren-ai,326.4
6038,lveshi,326.0
6039,Breno Mazza,326.0
6040,Jermaine Wiggins,325.7
6041,EfReI,325.7
6042,Gestalt Lab,325.6
6043,Corey Thompson,325.1
6044,HarshithaBNV,324.7
6045,gonchaaan,324.7
6046,Carlos David Andrade,324.3
6047,Antoine Matemane Mahirwe,324.3
6048,tomek kur,324.2
6049,raikoku,324.2
6050,mi22mi,324.1
6051,Morgan Wilson,324.0
6052,Monke,323.8
6053,lostejas,323.6
6054,itofuki,323.4
6055,Hideshima,323.4
6056,notyear,323.1
6057,kanamen,322.3
6058,jhjh,322.2
6059,xe_non,321.5
6060,Mostafa Sherif,321.5
6061,kokuto k,321.4
6062,Daylon Crider,321.3
6063,Legens of Přeplov,321.2
6064,Anup Patil,319.9
6065,Numaya AI,319.8
6066,Anc1218,319.8
6067,Isaac Debono,319.3
6068,藤田聖矢,318.9
6069,tudoumono,318.9
6070,taya,318.8
6071,Fusahiko@555,318.4
6072,Yuki Ito,318.4
6073,Techolve,318.3
6074,Maikidantyou(Kusopocket),317.9
6075,iwakoara,317.6
6076,Aarit Haldar,317.5
6077,gakushiai,317.0
6078,Lili Zhang Adams,316.9
6079,ChenXiaoLin04,316.2
6080,Ludicolocolo,315.9
6081,cuijj7,315.8
6082,Mysterious Rock Inn,315.8
6083,Saketh Mynampati,315.5
6084,Tsutsu_01,315.3
6085,Xuanyi Liao,314.8
6086,StormGrid Lab,314.8
6087,s1nboo,314.7
6088,Monishwar S,314.3
6089,WintoMT mo,312.5
6090,NAWAZ SHARIF,312.4
6091,Lelouch,312.3
6092,Regulus2838,311.9
6093,Overfitting Onix,311.8
6094,Yuto Asano,311.8
6095,nya,311.3
6096,Travis Trego,311.0
6097,cherlilly,310.9
6098,Bulbaflare,310.7
6099,sysullf,310.6
6100,nenten,310.6
6101,大津俊雅,310.6
6102,Nainika Gupta,310.4
6103,Caio Ruiz,310.3
6104,yukichacha0227,309.9
6105,louiebbb1198,309.9
6106,Gabriel,309.6
6107,Kim Adam,309.6
6108,Kuga Miyabi,309.5
6109,Takeshi&maria,309.3
6110,Konno Ryoya,309.1
6111,Hachi TCG,307.6
6112,hector cardenas,307.5
6113,Ha huy,307.1
6114,Byungsoo Kang,307.1
6115,King-Hal,306.7
6116,HIROkkkki,306.4
6117,JunWoo “Junu1229” Kim,306.1
6118,Gururaj Krishna Sharma,305.7
6119,Master Yoio,305.4
6120,What’s Next 4,305.4
6121,JuzzTuzz,304.9
6122,Jarl_Bulbasaur,304.5
6123,Fernando Marciano,304.4
6124,eito iguchi,304.1
6125,af21081,303.8
6126,Dirk Moreno Arias,303.0
6127,Hi_Atlier,302.8
6128,DOMinators,302.0
6129,yct_RyosukeSuzuki,301.8
6130,Kazuki.kkkoizumi,301.6
6131,Mobzya,301.1
6132,AJINKYA CHINTAWAR,300.9
6133,Ricardo Paizinho,300.9
6134,TAKAMASA SHIMA,300.8
6135,John Paul Curada,300.7
6136,yuarth,300.5
6137,harapeco_onakasuita,300.3
6138,Takanori Abe,300.2
6139,yang20251228,300.1
6140,s_aoki_kaggle,299.7
6141,Ying Peter,299.5
6142,Kalameet,299.5
6143,Arnaud Champetier,298.8
6144,naoto harada000001,298.7
6145,ジェニファー,298.1
6146,Akash Gogate,298.0
6147,MC1127,297.3
6148,RamaswamyBala,297.3
6149,KD,297.2
6150,Yang Gao,297.1
6151,Xinyue Zhang,296.7
6152,onigiri_meal,296.6
6153,Vigneshmurali Iyer,296.5
6154,Ervey,296.5
6155,Tuna Xiao,296.4
6156,Harshpreet Singh,295.9
6157,Feitan,295.9
6158,T-Sumida,295.9
6159,Silverlight,295.5
6160,Kamil Olejniczak,295.3
6161,Alvin_Lee,295.1
6162,kz_stst,295.0
6163,kunugirasuku,294.7
6164,sy0718,294.4
6165,Agustín Suazo Zavando,294.3
6166,Sanc Tuary,294.2
6167,Mt.Waka,293.6
6168,YW_o2@begginer,293.5
6169,hirohiso,293.5
6170,Agent_Zekrom,292.9
6171,zono819,292.7
6172,Daniel Carnahan,292.6
6173,AK,292.5
6174,Danilo Tavares,291.7
6175,mmasato,291.1
6176,Siddhu Jaykay,291.0
6177,dodecagon,290.7
6178,Sunil kumar Rana,290.4
6179,kidnanarya,289.9
6180,NaOH,289.9
6181,kenimuku,289.8
6182,Muhammad Hayyan Akhtar ,289.2
6183,nathan raas,289.2
6184,Altair,288.1
6185,Keimannn,287.9
6186,Atharva Walawalkar,287.3
6187,Atharv Ranjan,286.8
6188,okubyfire,286.8
6189,MECHINE,286.6
6190,Martin,286.4
6191,oooooootu,286.3
6192,chakaravarthi j,285.7
6193,sayav01,284.8
6194,Mathieu Bartels,284.7
6195,kotatok,284.6
6196,Andrew Kuo,283.9
6197,Mudkip's Machines,283.7
6198,teyosan1229,283.6
6199,fernandezppablo,283.5
6200,DaisukeHiguchi1126,283.1
6201,Leazin,282.7
6202,Benedek Brandschott,282.2
6203,Ranadeep Saha,282.0
6204,patchmeifucan.ko,281.7
6205,Rafael Flor Rodríguez-Rabadán,281.5
6206,Sourab Ghosh,280.6
6207,sati1996,280.2
6208,CANGHAI,280.2
6209,茅島新矢,280.1
6210,uuji-qvp,279.8
6211,Silas Kinsman,279.2
6212,Sanjeet Bakshi ,279.2
6213,poke,278.5
6214,viber3221,278.4
6215,colderlyr,278.2
6216,Tomonari Inagaki,278.2
6217,rong,278.1
6218,Nir Aberman,277.7
6219,TDENIS,277.3
6220,gaony,276.8
6221,Bondo,276.4
6222,Pippi,275.8
6223,ArdiaNova,275.4
6224,Abhinab SM Chhetri,275.2
6225,kwn mmm,275.2
6226,Enoch Kwak,275.1
6227,hdttnk,275.0
6228,야돈꼬리,274.1
6229,いもぺ,273.6
6230,yuki #4,273.5
6231,sleeping aqua,272.5
6232,qqjling333,272.1
6233,Giuseppe Castelluccio,271.8
6234,Florian Tanguy,271.6
6235,Zheng Tang,271.5
6236,新米エンジニア十一号,271.5
6237,Anurag Priyam Sahay,271.1
6238,flower_DJSHS,271.0
6239,biubiubiu~,270.2
6240,Sho Okudo,269.8
6241,TRCDL KT,269.4
6242,Sasaki Shoya,268.6
6243,Abhay Singh,268.2
6244,ARNAV PANDEY,267.6
6245,TO,267.6
6246,PLReddy23,267.2
6247,梅田真宙,266.6
6248,Yuki Kawakami123,266.5
6249,kokonoka,266.3
6250,ron1510,266.3
6251,Charles Luis Gaid,265.9
6252,monokusa,265.4
6253,Shun.K.Kobayashi,264.8
6254,danone,264.8
6255,Fare42,264.8
6256,Vookmarket,264.6
6257,Kiran Vitly,264.2
6258,Mark Raspopov,263.2
6259,ASDA,263.2
6260,satojkovic,262.7
6261,nanamituki,262.4
6262,yaphanqiii,262.3
6263,Ahmed A.,261.2
6264,lscategory,261.1
6265,yasu. 78,260.9
6266,Akhyar Safrudin,260.1
6267,zqh922,260.0
6268,プレーン,259.9
6269,huchkw,259.9
6270,kiyomaro026,259.7
6271,Guilherme Gusman,259.5
6272,Ryota-Sasaki023,259.4
6273,kfnsosz1,259.3
6274,okayuHY,259.2
6275,Zane Cheung,258.7
6276,The Weeknd,258.6
6277,Natsuno Yoichi,258.4
6278,SPARSH PATEL,258.4
6279,guregu321,258.3
6280,feder1co,257.6
6281,Florian Brunotte,257.6
6282,Ocean.o66,257.5
6283,HWDavid,257.4
6284,may2223,257.0
6285,REX1314,256.6
6286,David Babu,256.5
6287,bsenst,256.3
6288,yuyu_kato,255.6
6289,snow_n,255.3
6290,Ryan Rumble & Ethan Han,255.3
6291,DeadJed,254.7
6292,Vishwas Mishra,254.7
6293,Mizunooo,254.7
6294,Rishabh Pandia,254.3
6295,Cathay_TCG,253.7
6296,SuperBigZabuton,253.4
6297,Captain.Young,253.4
6298,炒粉真好吃zzz,253.1
6299,Nineso,253.0
6300,maimai #2,252.9
6301,M.Muaaz Hussain,252.6
6302,KDelapeace,252.5
6303,IamDiganta.7,252.4
6304,GoofyGenius,252.3
6305,takoyaki_taiyaki,252.3
6306,Josh Mcateer,252.2
6307,まきしゅうた,252.1
6308,mishio,252.1
6309,Taro Nagasawa,251.9
6310,Ezaiyah Jolly,251.7
6311,Brandon Khuu,251.6
6312,桜草メイ,251.5
6313,Miyashin,251.4
6314,Andrew Lee,251.1
6315,Kaiman2110,251.0
6316,Sayandeep Dutta,250.9
6317,Hibiki Nagadome,250.6
6318,豆腐メンタル,250.3
6319,Liz,250.0
6320,Eslam Elzamkan,249.9
6321,MIutrix,249.9
6322,Seventie,249.9
6323,Sima Sinha,249.4
6324,okuokuyt,249.2
6325,Verjin Vargheese,249.1
6326,IRON GM,248.6
6327,gospellkawa,248.6
6328,Justin Tang,248.4
6329,Gaarv,248.4
6330,Team DTK,248.4
6331,Genocide Hashimoto,248.3
6332,Takuya Shinozaki,248.1
6333,hrkunno,247.8
6334,KENMANGG,247.3
6335,erde,247.3
6336,Jedidiah Hernandez,246.9
6337,Daiki Mukaiyama,246.9
6338,AnkushSnigh,246.7
6339,Keita Kakinuma,246.3
6340,Kaiser,246.1
6341,Nekoneko,245.9
6342,Giovanni Andrea Picarelli,245.5
6343,MewVMAX,245.3
6344,Cafelatte1,245.2
6345,fanta1127,245.2
6346,AJAY JAIKRISHNAN,245.1
6347,Prince Radadiya,245.0
6348,bird 01,245.0
6349,kanade73,244.9
6350,Maximiliano,244.8
6351,Benard Otieno,244.8
6352,lilylily26,244.6
6353,onalal,244.1
6354,AtulPant,244.1
6355,Nimesh Lokhande,244.0
6356,YU SANOGAWA,243.7
6357,Arn2011,243.6
6358,asarinoyado,243.5
6359,Visruth Kakaumani,243.1
6360,JOKER777,243.0
6361,Kintaro,242.6
6362,Seiha,242.5
6363,npHacks,242.1
6364,Luscaassz,242.1
6365,yuki #5,242.0
6366,TKYOinK,242.0
6367,Electro Knight,241.6
6368,SlothPaPa,241.1
6369,YUYA,241.0
6370,Jaisal K Jain,240.9
6371,sriya atluri,240.6
6372,orchidee8081,240.5
6373,Abrar Ahnaf,240.3
6374,thyme20010113,240.1
6375,かしゅー,240.1
6376,BrendaScarleth,239.9
6377,HarukiArai,239.7
6378,kibinyan,239.5
6379,AkaSSS_Z,239.5
6380,blip_scandal808,239.0
6381,abobakrosman87,238.9
6382,yiyi,238.6
6383,yeonggil7,238.6
6384,ViLLagerD,238.2
6385,Woong,238.1
6386,ohige0831,237.7
6387,matsu12,237.6
6388,taku tou,237.5
6389,littlecitizen,237.3
6390,André🇧🇷,236.5
6391,hide29,236.4
6392,Ozan Coltekin,236.3
6393,Kawake1,235.5
6394,Ahmed Hazem Abdeltawab,235.4
6395,czhhhhh,235.3
6396,songp__1218,235.0
6397,Deobot,234.5
6398,mqi666,234.4
6399,jiekeluomu,234.2
6400,Ilhan Broutin,233.3
6401,Subhy Affara,232.7
6402,Septem27,232.4
6403,Romuald Delene,232.3
6404,William Bickelmann,231.7
6405,yamayuki_poke,231.6
6406,瀬川尚紀（おしるこ）,230.9
6407,PhoenixDroid,230.7
6408,RYOTOMIYAMA,230.2
6409,Ding Ma,230.0
6410,Tomo,230.0
6411,Léo Bouscarrat,229.9
6412,Faruk Çiftler,229.3
6413,Jon Duea,229.1
6414,Andre Luiz Barbosa,229.1
6415,RK-JP,228.8
6416,Millerbyte,228.7
6417,RubenGG94,228.6
6418,macbook air m4,228.4
6419,Bryson Tang,228.1
6420,[Deleted] 87d00d5e-2534-45ed-b859-3d272112a525,226.7
6421,Aditya Date,226.4
6422,mingjiang,226.3
6423,GSniper0729,226.2
6424,ihatebaselines.com,226.1
6425,MKTRIP,226.0
6426,Alexey Akinshchikov,226.0
6427,Brahmani,225.9
6428,Mallesh Dhoriyani,225.8
6429,Yuki TASHIRO,225.5
6430,Hum1060,225.3
6431,toko2222,224.5
6432,tsubas,224.3
6433,T_death,224.2
6434,tutumi taira,224.0
6435,ymdkk,223.7
6436,Lee Tai Peng,223.5
6437,Samuel1212,222.5
6438,Stunfisk,221.8
6439,M Irfan Shahid,221.7
6440,kaggle.omusubi,221.2
6441,Mohit Rawat,220.3
6442,carlos marquez,220.0
6443,ItsEvie,220.0
6444,ADNOH,219.2
6445,高橋拓夢,219.1
6446,hina-no is all you need,219.1
6447,zhujiaruii,219.0
6448,Hữu Phước Phạm Quang,218.6
6449,Tai Yoda,218.5
6450,Optimal Prime,217.9
6451,James Shi 8808,217.8
6452,SaltyCode,217.6
6453,KH_shadow,216.9
6454,alekh,216.9
6455,true-machida,216.7
6456,Tyler Bricherasio,216.4
6457,mamahi,216.1
6458,naoto_n,215.9
6459,beast in SIMOKITAZAWA,215.8
6460,Ryu K,215.0
6461,Eshan Das,215.0
6462,patchgi (パッチギ),214.7
6463,Liam Davies,214.7
6464,Ninad Majmudar,214.6
6465,Shreyash Vora,214.4
6466,vetsin,214.2
6467,JKong,214.2
6468,金澤俊介,214.0
6469,VSKi Li,213.7
6470,Aram Feurriegel,212.7
6471,ryogaga,212.2
6472,EnoMi4mg,212.2
6473,ischca,212.2
6474,Quentin Barbarat,211.5
6475,pokabu1104,211.0
6476,JoJo Lerner,210.8
6477,InfoJunky,210.3
6478,Ternuraz,210.3
6479,Jack Burley,209.5
6480,Aditya Singh,209.5
6481,Haidar Faruqi,209.0
6482,Itto Hattori,208.9
6483,fjtk005,208.8
6484,cwleung,208.6
6485,STS1106,208.5
6486,soraKING44,208.4
6487,Cheddy G,208.3
6488,Abhimanyu_Yadav2007,208.2
6489,Dylan Tartarini,208.1
6490,Yogesh Jadhav,207.7
6491,te1111,207.7
6492,esu_oshawott,207.5
6493,enaryu,207.0
6494,Umeshh Nanda,206.6
6495,Unrehearsed,206.5
6496,Saku Daku,205.4
6497,Cada,205.1
6498,Yu Zhang,204.5
6499,Kiryu Mochizuki,204.4
6500,Sapiens Livre,202.8
6501,Nyano2525,201.9
6502,Ryan Talcoff,201.8
6503,東城立憲,201.7
6504,Narumi Miyazawa,201.7
6505,kwsk0907,201.4
6506,yakitori55,201.1
6507,bengle,201.1
6508,Egor Urvanov,200.6
6509,Oleh Okilko,200.0
6510,秋田優斗,199.9
6511,program,199.9
6512,Naoki Takagi,199.7
6513,PeterOldriver,199.6
6514,torawo_2002,199.5
6515,SeanMcPokemon,199.3
6516,SATOYUKI HATA,198.5
6517,yuyumaru,197.2
6518,Vupeen Thapa magar,196.5
6519,Joe722,196.4
6520,Leekyung,196.3
6521,AnDy Trần,195.6
6522,RK1101,195.1
6523,Ryutaro,194.3
6524,RG,194.3
6525,Donald CHOGOU,194.1
6526,Keith Fu,193.7
6527,bu,193.6
6528,Damocan,192.6
6529,Conquer it!,192.2
6530,utaniki,192.1
6531,Lizzi Ti,191.9
6532,黒田海斗,191.8
6533,wani,191.8
6534,José Antonio Flores Solano,191.6
6535,hibat abdulroof,190.6
6536,Abhinav Kotnala,189.9
6537,Quinten21,189.4
6538,SGY2512,189.2
6539,KIHA-X,188.5
6540,Manoj Gowda BG,188.4
6541,Keita Shimada,188.2
6542,Sama,188.0
6543,Seiyaishikawa,187.9
6544,Le Chaton Fat,187.2
6545,kieran-lmx,186.9
6546,TCre15,186.8
6547,QuentinChambers,186.4
6548,Haoyu Yan,185.6
6549,Aditya #2,185.4
6550,stray dog,185.1
6551,Yoonseok Jeong,185.0
6552,hagglemekaggle,184.9
6553,Aregus,184.6
6554,NickTacik,184.6
6555,Optimiser,183.9
6556,Mohamed Boukharouba,183.8
6557,大田重吉,181.5
6558,Hideo Mamiya,181.3
6559,heart_mugi,181.1
6560,WO LOAD,180.9
6561,elijah ledger,180.8
6562,Parthasaradhy,180.5
6563,Yu_053f,180.2
6564,RRR1712,179.1
6565,Heracr0ss,178.4
6566,Richard Nam,178.3
6567,cheesecake,175.8
6568,MKLeon,175.7
6569,elroy3141,175.0
6570,Lumina-jp,174.6
6571,tarinta,174.4
6572,くさまかずき,173.5
6573,shuto,173.4
6574,NYAKATO VIOLA,172.6
6575,PLUS OMI,172.5
6576,HuiJuan.Yu,172.1
6577,Hwan Chang,172.0
6578,FRéeàíbrlghtO0óL Ho,171.0
6579,asida shun,170.6
6580,YukiIde,170.1
6581,Valmik Nahata,169.8
6582,Wei Hsiang Lin111,169.6
6583,Alex Cook,169.5
6584,mwongsatorn,168.8
6585,TATEHA,167.9
6586,BibidhNp,166.0
6587,syosinsya,164.5
6588,Ken-ichi Ishii,164.1
6589,green gum,163.1
6590,fumihito mori,163.0
6591,Hiroyuki Jodai,163.0
6592,Sutieng Sin,162.5
6593,ReefSnax,161.9
6594,Revanth Tambisetty,161.3
6595,ShoKSE,161.2
6596,Jatin Malik,161.1
6597,Thomas Vu,161.1
6598,Larpmaxxing,160.9
6599,hike_on_bush,160.1
6600,xl k'mdvszcna,159.0
6601,spoorti_m,159.0
6602,Vanitas,158.4
6603,Pengfei Zhou,158.1
6604,Uw'UwU,157.6
6605,CHS,157.1
6606,Why Is It So,156.7
6607,Aarav Bajya,156.1
6608,Mr. Bro,155.7
6609,Suneet Kumar Saini,154.0
6610,nianag0,153.6
6611,kennyxwu,153.6
6612,Matthew Blake Ward,153.3
6613,RMV Play!,153.0
6614,Josh,152.4
6615,utilisateur_richard,151.2
6616,VVl_74ml,151.1
6617,Umair Khan,151.1
6618,piooone,150.1
6619,Mohsin Chougale 2307,150.0
6620,Klenio Padilha,149.8
6621,cazzie003,149.7
6622,takagi.y,148.8
6623,Diksha Shakya,147.7
6624,Hattoriiiiii,147.1
6625,AeroBliss,146.6
6626,Xion4242,145.7
6627,koppen9029,145.5
6628,Ryosuke Inoda,145.4
6629,GuangQuan HU,145.1
6630,yoruno281,143.9
6631,Simon-the-sorcerer,143.3
6632,Nailin2005,143.1
6633,YOGESH M,142.9
6634,Indra Firdaus,141.7
6635,Yu Tomita,140.8
6636,Farley Law,138.6
6637,TEAM MAGMA,138.6
6638,Vishys,136.7
6639,Hiroki WAKAMATSU,136.1
6640,James Palmer,134.9
6641,Koshiro Yamada,134.8
6642,Abhishek Raghuwanshi,134.8
6643,Apocalypse7,133.9
6644,Juan Eduardo Vasquez,133.5
6645,YuKawamura,133.1
6646,Kazukichi,133.1
6647,Yixuan Lin,133.0
6648,Harsh Chaudhary ml,132.6
6649,Himanshu Pandey,132.3
6650,Haoyuan Zhou,131.7
6651,Arun R.noa,131.7
6652,SOVEREIGN,131.5
6653,Cem Secim,130.1
6654,서주영,130.1
6655,Shota Yamazaki,127.9
6656,Nguyên Lương Sĩ,127.0
6657,hiong-e,126.5
6658,JINGWEN JIANG,124.8
6659,Bidoofuses,124.8
6660,ChawanutCharoenthammachoke,124.7
6661,Abdul Wahid,124.2
6662,Raid al maani,124.0
6663,Kisan Al Gaib,123.4
6664,Juan Francisco Ortega Aguilar,121.6
6665,Hermes Lu,121.1
6666,Samuel Tran,121.0
6667,Ryan Susman,120.9
6668,kimlee,120.2
6669,Simon Holk,119.7
6670,sho-t,119.6
6671,John Couto,118.8
6672,BeesRock,118.6
6673,stunningvn,118.6
6674,FATE GATE,118.5
6675,Eigetuin,118.2
6676,y.y.y.1024,117.6
6677,qtarou1111,115.3
6678,haruhi s,113.0
6679,Srishti Gauraha,112.6
6680,Pranav Premchand,111.9
6681,Hardik Yerne,111.6
6682,ZH1K1NG,111.1
6683,Diljaan Valappad,110.3
6684,Alfath Rayyan,110.0
6685,rikulist,109.1
6686,Halcy8312,108.8
6687,kmj200392,107.3
6688,TakuyAI Obara,107.0
6689,wouter roels,105.8
6690,alkoxy42,103.5
6691,Needleham,102.4
6692,AlizzeZhang,102.3
6693,Mukesh Patil,101.8
6694,takuya008,100.4
6695,Nozopo,99.6
6696,Suuuiiii4,98.7
6697,Pino,98.1
6698,あーしこそがろりこ,97.9
6699,Shinichiro NAKAMURA,97.2
6700,yoshitown,96.1
6701,Natyu,95.4
6702,Md Omar Sunny,95.2
6703,Amarett,94.4
6704,deady_ogae,93.5
6705,Seiji Gobara,92.7
6706,Minh Hiếu Nguyễn filial,91.7
6707,tomoniyukiwo,91.4
6708,どきどきボマーズ,89.6
6709,Gaku Shimoyama,89.2
6710,Yuvraj Sharma,88.7
6711,Amalgam,88.2
6712,GRAB$,86.0
6713,ky_penyo,85.9
6714,solu199,84.1
6715,Akash10pj,83.0
6716,Ezra,81.4
6717,Abhishek Raj K,80.5
6718,whatever,77.7
6719,yuji nunome,77.2
6720,Sahaj Deep Singh,76.5
6721,kuromaru10yen,75.8
6722,moh muh,75.3
6723,Emanuele Sicurella,74.4
6724,AMIBEN,73.7
6725,alvanli,72.4
6726,Kelvin Lin BU,72.0
6727,SandeepBits,71.4
6728,TBBJason,71.3
6729,aka9999,70.6
6730,paraina,69.9
6731,Avik Das,69.6
6732,ANON TOKYO,68.1
6733,Trevor Eliot,67.7
6734,Muhammad Waseem Akram,66.9
6735,k.wata,66.0
6736,ss527936,65.3
6737,romanohu,65.1
6738,Gilobear,63.6
6739,nometoko,63.6
6740,Mark Bistrean-Chirodea,61.2
6741,EclipseHW,60.4
6742,atula,59.2
6743,Sree Rohith Gurijala,59.0
6744,Robin Huang,55.8
6745,Lperas,55.5
6746,JuniCastro,54.7
6747,Aaditya Kumar,53.8
6748,ryokiti,53.7
6749,kazunokooo,53.7
6750,Hussain Ather,53.5
6751,Brista T,52.5
6752,Palla Anjani Pravarsha,51.4
6753,Yu Kodate,51.4
6754,Quamplifiers,49.2
6755,qwegat,48.8
6756,Anthony Toffetti,48.8
6757,둔갑숨기,47.1
6758,UMRgurashi,45.6
6759,Simon Côté,38.9
6760,Matrix,37.1
6761,いもぞん,34.4
6762,Laerti Shabani,33.0
6763,Kirby Tran,32.4
6764,pencil red,32.0
6765,Rhythm Mecha,27.5
6766,D1FF1CULT_11,27.2
6767,Wyatt Ethier,26.2
6768,岡村卓磨,24.7
6769,yut,20.1
6770,the jorf,19.3
6771,Do Hyun Nam,18.9
6772,otomarukanta,16.5
6773,Felix Allistar,7.4
6774,ratexias,1.5
6775,paulo_vieira-UPG,0.1
6776,Coen Hewes,-1.7
6777,larry54321zhao,-3.1
6778,ta2yakwhr,-3.2
6779,Gabriele,-5.0
6780,matsutomo,-6.5
6781,Mewrone-X,-7.6
6782,The Lion Pride,-8.7
6783,4LLSP3CS,-16.7
6784,Selvin Macwan,-25.0
6785,naotoyo,-30.0
6786,Claws V2,-31.2
6787,brackylove,-32.4
6788,thelecy funga,-36.0
6789,mojiki,-46.6
6790,Hayato #2,-50.6
6791,Donald Galliano III,-50.9
6792,Mualli,-61.6
6793,Morro do CPV,-66.0
6794,8et4,-74.2
6795,pino,-82.8
6796,Ivam Tran,-109.8
6797,Julien Richaume,-118.0
6798,Aicy14,-125.2
6799,KshPareshSingh,-126.2
6800,DaithonIA,-137.5
6801,hex,-140.1
6802,orecci,-160.0
6803,Xin Hang Xu 123,-210.4
6804,PeriyaSamy01,-213.4
6805,Takashiki,-292.4
